Combination,Unique Rows,Unique Rows Excluding Columns,Score
"age, background_SES, sexual_attraction_M, sex, education_level, religious_upbringing",463,56,0.9935205183585313
"age, background_SES, sexual_attraction_M, sex, education_level, religious_now",452,57,1.0154867256637168
"age, background_SES, sexual_attraction_M, sex, gender_identity_F, handedness",377,70,1.1830238726790452
"age, background_SES, sexual_attraction_M, sex, gender_identity_F, religious_upbringing",403,60,1.13151364764268
"age, background_SES, sexual_attraction_M, sex, gender_identity_F, religious_now",394,61,1.1548223350253808
"age, background_SES, sexual_attraction_M, sex, handedness, religious_upbringing",394,77,1.114213197969543
"age, background_SES, sexual_attraction_M, sex, handedness, religious_now",385,78,1.1376623376623376
"age, background_SES, sexual_attraction_M, sex, religious_upbringing, religious_now",401,74,1.1022443890274314
"age, background_SES, sexual_attraction_M, education_level, gender_identity_F, handedness",439,42,1.0797266514806378
"age, background_SES, sexual_attraction_M, education_level, gender_identity_F, religious_upbringing",483,28,1.010351966873706
"age, background_SES, sexual_attraction_M, education_level, gender_identity_F, religious_now",475,29,1.0252631578947369
"age, background_SES, sexual_attraction_M, education_level, handedness, religious_upbringing",461,47,1.017353579175705
"age, background_SES, sexual_attraction_M, education_level, handedness, religious_now",450,46,1.0444444444444445
"age, background_SES, sexual_attraction_M, education_level, religious_upbringing, religious_now",474,47,0.989451476793249
"age, background_SES, sexual_attraction_M, gender_identity_F, handedness, religious_upbringing",431,50,1.0812064965197217
"age, background_SES, sexual_attraction_M, gender_identity_F, handedness, religious_now",424,48,1.1037735849056605
"age, background_SES, sexual_attraction_M, gender_identity_F, religious_upbringing, religious_now",431,46,1.0904872389791183
"age, background_SES, sexual_attraction_M, handedness, religious_upbringing, religious_now",417,55,1.105515587529976
"age, background_SES, gender_identity_M, sex, education_level, gender_identity_F",403,28,1.2109181141439207
"age, background_SES, gender_identity_M, sex, education_level, handedness",390,64,1.158974358974359
"age, background_SES, gender_identity_M, sex, education_level, religious_upbringing",441,56,1.0430839002267573
"age, background_SES, gender_identity_M, sex, education_level, religious_now",428,58,1.0700934579439252
"age, background_SES, gender_identity_M, sex, gender_identity_F, handedness",333,49,1.4024024024024024
"age, background_SES, gender_identity_M, sex, gender_identity_F, religious_upbringing",365,33,1.3232876712328767
"age, background_SES, gender_identity_M, sex, gender_identity_F, religious_now",359,38,1.3314763231197773
"age, background_SES, gender_identity_M, sex, handedness, religious_upbringing",367,72,1.2098092643051772
"age, background_SES, gender_identity_M, sex, handedness, religious_now",356,75,1.2387640449438202
"age, background_SES, gender_identity_M, sex, religious_upbringing, religious_now",363,67,1.2369146005509641
"age, background_SES, gender_identity_M, education_level, gender_identity_F, handedness",413,27,1.1840193704600483
"age, background_SES, gender_identity_M, education_level, gender_identity_F, religious_upbringing",467,19,1.0642398286937902
"age, background_SES, gender_identity_M, education_level, gender_identity_F, religious_now",454,23,1.0859030837004404
"age, background_SES, gender_identity_M, education_level, handedness, religious_upbringing",453,47,1.0353200883002207
"age, background_SES, gender_identity_M, education_level, handedness, religious_now",440,51,1.0568181818181819
"age, background_SES, gender_identity_M, education_level, religious_upbringing, religious_now",461,44,1.0238611713665944
"age, background_SES, gender_identity_M, gender_identity_F, handedness, religious_upbringing",398,38,1.2010050251256281
"age, background_SES, gender_identity_M, gender_identity_F, handedness, religious_now",391,48,1.19693094629156
"age, background_SES, gender_identity_M, gender_identity_F, religious_upbringing, religious_now",396,31,1.2247474747474747
"age, background_SES, gender_identity_M, handedness, religious_upbringing, religious_now",393,58,1.1653944020356235
"age, background_SES, sex, education_level, gender_identity_F, handedness",390,58,1.1743589743589744
"age, background_SES, sex, education_level, gender_identity_F, religious_upbringing",447,54,1.0335570469798658
"age, background_SES, sex, education_level, gender_identity_F, religious_now",430,51,1.0813953488372092
"age, background_SES, sex, education_level, handedness, religious_upbringing",570,74,0.775438596491228
"age, background_SES, sex, education_level, handedness, religious_now",520,75,0.8480769230769231
"age, background_SES, sex, education_level, religious_upbringing, religious_now",585,67,0.7675213675213676
"age, background_SES, sex, gender_identity_F, handedness, religious_upbringing",367,67,1.223433242506812
"age, background_SES, sex, gender_identity_F, handedness, religious_now",353,68,1.2691218130311614
"age, background_SES, sex, gender_identity_F, religious_upbringing, religious_now",363,60,1.256198347107438
"age, background_SES, sex, handedness, religious_upbringing, religious_now",453,76,0.9713024282560706
"age, background_SES, education_level, gender_identity_F, handedness, religious_upbringing",461,50,1.0108459869848156
"age, background_SES, education_level, gender_identity_F, handedness, religious_now",445,45,1.0584269662921348
"age, background_SES, education_level, gender_identity_F, religious_upbringing, religious_now",469,40,1.0149253731343284
"age, background_SES, education_level, handedness, religious_upbringing, religious_now",491,58,0.9327902240325866
"age, background_SES, gender_identity_F, handedness, religious_upbringing, religious_now",396,49,1.1792929292929293
"age, sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F",253,72,1.7549407114624507
"age, sexual_attraction_M, gender_identity_M, sex, education_level, handedness",229,131,1.6812227074235808
"age, sexual_attraction_M, gender_identity_M, sex, education_level, religious_upbringing",248,117,1.6088709677419355
"age, sexual_attraction_M, gender_identity_M, sex, education_level, religious_now",241,130,1.6016597510373445
"age, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, handedness",195,111,2.076923076923077
"age, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, religious_upbringing",212,96,1.9811320754716981
"age, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, religious_now",203,104,2.0295566502463056
"age, sexual_attraction_M, gender_identity_M, sex, handedness, religious_upbringing",191,147,1.931937172774869
"age, sexual_attraction_M, gender_identity_M, sex, handedness, religious_now",186,165,1.8870967741935485
"age, sexual_attraction_M, gender_identity_M, sex, religious_upbringing, religious_now",195,141,1.9230769230769231
"age, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, handedness",283,72,1.568904593639576
"age, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, religious_upbringing",306,64,1.477124183006536
"age, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, religious_now",301,75,1.4651162790697674
"age, sexual_attraction_M, gender_identity_M, education_level, handedness, religious_upbringing",286,92,1.4825174825174825
"age, sexual_attraction_M, gender_identity_M, education_level, handedness, religious_now",282,104,1.4609929078014185
"age, sexual_attraction_M, gender_identity_M, education_level, religious_upbringing, religious_now",281,87,1.5266903914590748
"age, sexual_attraction_M, gender_identity_M, gender_identity_F, handedness, religious_upbringing",238,94,1.773109243697479
"age, sexual_attraction_M, gender_identity_M, gender_identity_F, handedness, religious_now",230,102,1.8
"age, sexual_attraction_M, gender_identity_M, gender_identity_F, religious_upbringing, religious_now",243,94,1.7366255144032923
"age, sexual_attraction_M, gender_identity_M, handedness, religious_upbringing, religious_now",227,108,1.7973568281938326
"age, sexual_attraction_M, sex, education_level, gender_identity_F, handedness",233,126,1.6738197424892705
"age, sexual_attraction_M, sex, education_level, gender_identity_F, religious_upbringing",257,114,1.5642023346303502
"age, sexual_attraction_M, sex, education_level, gender_identity_F, religious_now",263,116,1.520912547528517
"age, sexual_attraction_M, sex, education_level, handedness, religious_upbringing",227,137,1.669603524229075
"age, sexual_attraction_M, sex, education_level, handedness, religious_now",215,152,1.6930232558139535
"age, sexual_attraction_M, sex, education_level, religious_upbringing, religious_now",232,131,1.6594827586206897
"age, sexual_attraction_M, sex, gender_identity_F, handedness, religious_upbringing",193,141,1.9430051813471503
"age, sexual_attraction_M, sex, gender_identity_F, handedness, religious_now",178,145,2.0842696629213484
"age, sexual_attraction_M, sex, gender_identity_F, religious_upbringing, religious_now",199,130,1.9396984924623115
"age, sexual_attraction_M, sex, handedness, religious_upbringing, religious_now",172,153,2.11046511627907
"age, sexual_attraction_M, education_level, gender_identity_F, handedness, religious_upbringing",297,96,1.4141414141414141
"age, sexual_attraction_M, education_level, gender_identity_F, handedness, religious_now",290,99,1.4379310344827587
"age, sexual_attraction_M, education_level, gender_identity_F, religious_upbringing, religious_now",299,94,1.411371237458194
"age, sexual_attraction_M, education_level, handedness, religious_upbringing, religious_now",256,105,1.60546875
"age, sexual_attraction_M, gender_identity_F, handedness, religious_upbringing, religious_now",234,112,1.7264957264957266
"age, gender_identity_M, sex, education_level, gender_identity_F, handedness",204,91,2.0833333333333335
"age, gender_identity_M, sex, education_level, gender_identity_F, religious_upbringing",214,82,2.02803738317757
"age, gender_identity_M, sex, education_level, gender_identity_F, religious_now",207,88,2.0676328502415457
"age, gender_identity_M, sex, education_level, handedness, religious_upbringing",199,120,1.9899497487437185
"age, gender_identity_M, sex, education_level, handedness, religious_now",190,138,1.9894736842105263
"age, gender_identity_M, sex, education_level, religious_upbringing, religious_now",196,122,2.010204081632653
"age, gender_identity_M, sex, gender_identity_F, handedness, religious_upbringing",162,108,2.5185185185185186
"age, gender_identity_M, sex, gender_identity_F, handedness, religious_now",147,118,2.707482993197279
"age, gender_identity_M, sex, gender_identity_F, religious_upbringing, religious_now",163,101,2.5460122699386503
"age, gender_identity_M, sex, handedness, religious_upbringing, religious_now",141,143,2.645390070921986
"age, gender_identity_M, education_level, gender_identity_F, handedness, religious_upbringing",260,76,1.6923076923076923
"age, gender_identity_M, education_level, gender_identity_F, handedness, religious_now",248,90,1.717741935483871
"age, gender_identity_M, education_level, gender_identity_F, religious_upbringing, religious_now",261,77,1.681992337164751
"age, gender_identity_M, education_level, handedness, religious_upbringing, religious_now",240,103,1.7208333333333334
"age, gender_identity_M, gender_identity_F, handedness, religious_upbringing, religious_now",196,102,2.1122448979591835
"age, sex, education_level, gender_identity_F, handedness, religious_upbringing",208,119,1.9086538461538463
"age, sex, education_level, gender_identity_F, handedness, religious_now",194,128,2.0
"age, sex, education_level, gender_identity_F, religious_upbringing, religious_now",218,114,1.8440366972477065
"age, sex, education_level, handedness, religious_upbringing, religious_now",206,136,1.8446601941747574
"age, sex, gender_identity_F, handedness, religious_upbringing, religious_now",145,139,2.6
"age, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",256,101,1.62109375
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, education_level",145,143,2.5724137931034483
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, gender_identity_F",136,112,2.9705882352941178
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, handedness",118,215,2.5508474576271185
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, religious_upbringing",130,191,2.5
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, sex, religious_now",123,205,2.5284552845528454
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F",180,70,2.477777777777778
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, education_level, handedness",161,111,2.515527950310559
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, education_level, religious_upbringing",175,98,2.388571428571429
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, education_level, religious_now",168,102,2.4642857142857144
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, gender_identity_F, handedness",156,135,2.4423076923076925
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, gender_identity_F, religious_upbringing",175,114,2.297142857142857
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, gender_identity_F, religious_now",160,113,2.51875
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, handedness, religious_upbringing",145,156,2.4827586206896552
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, handedness, religious_now",137,161,2.591240875912409
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M, religious_upbringing, religious_now",149,143,2.5033557046979866
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, education_level, gender_identity_F",143,137,2.6503496503496504
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, education_level, handedness",124,163,2.846774193548387
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, education_level, religious_upbringing",135,145,2.748148148148148
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, education_level, religious_now",121,161,2.9338842975206614
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, gender_identity_F, handedness",124,194,2.596774193548387
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, gender_identity_F, religious_upbringing",140,188,2.342857142857143
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, gender_identity_F, religious_now",122,196,2.622950819672131
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, handedness, religious_upbringing",110,207,2.809090909090909
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, handedness, religious_now",99,213,3.0606060606060606
"sexual_attraction_F, background_SES, sexual_attraction_M, sex, religious_upbringing, religious_now",106,203,2.952830188679245
"sexual_attraction_F, background_SES, sexual_attraction_M, education_level, gender_identity_F, handedness",171,110,2.374269005847953
"sexual_attraction_F, background_SES, sexual_attraction_M, education_level, gender_identity_F, religious_upbringing",192,102,2.15625
"sexual_attraction_F, background_SES, sexual_attraction_M, education_level, gender_identity_F, religious_now",175,109,2.3257142857142856
"sexual_attraction_F, background_SES, sexual_attraction_M, education_level, handedness, religious_upbringing",139,119,2.856115107913669
"sexual_attraction_F, background_SES, sexual_attraction_M, education_level, handedness, religious_now",130,130,2.9692307692307693
"sexual_attraction_F, background_SES, sexual_attraction_M, education_level, religious_upbringing, religious_now",147,113,2.741496598639456
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_F, handedness, religious_upbringing",161,143,2.3167701863354035
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_F, handedness, religious_now",144,153,2.5208333333333335
"sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_F, religious_upbringing, religious_now",154,147,2.396103896103896
"sexual_attraction_F, background_SES, sexual_attraction_M, handedness, religious_upbringing, religious_now",110,167,3.172727272727273
"sexual_attraction_F, background_SES, gender_identity_M, sex, education_level, gender_identity_F",153,150,2.392156862745098
"sexual_attraction_F, background_SES, gender_identity_M, sex, education_level, handedness",136,199,2.3308823529411766
"sexual_attraction_F, background_SES, gender_identity_M, sex, education_level, religious_upbringing",149,178,2.2684563758389262
"sexual_attraction_F, background_SES, gender_identity_M, sex, education_level, religious_now",145,191,2.2413793103448274
"sexual_attraction_F, background_SES, gender_identity_M, sex, gender_identity_F, handedness",131,215,2.2977099236641223
"sexual_attraction_F, background_SES, gender_identity_M, sex, gender_identity_F, religious_upbringing",152,199,2.085526315789474
"sexual_attraction_F, background_SES, gender_identity_M, sex, gender_identity_F, religious_now",137,210,2.2335766423357666
"sexual_attraction_F, background_SES, gender_identity_M, sex, handedness, religious_upbringing",118,263,2.1440677966101696
"sexual_attraction_F, background_SES, gender_identity_M, sex, handedness, religious_now",116,257,2.2327586206896552
"sexual_attraction_F, background_SES, gender_identity_M, sex, religious_upbringing, religious_now",128,233,2.2109375
"sexual_attraction_F, background_SES, gender_identity_M, education_level, gender_identity_F, handedness",179,132,2.1452513966480447
"sexual_attraction_F, background_SES, gender_identity_M, education_level, gender_identity_F, religious_upbringing",202,127,1.9257425742574257
"sexual_attraction_F, background_SES, gender_identity_M, education_level, gender_identity_F, religious_now",185,125,2.1135135135135137
"sexual_attraction_F, background_SES, gender_identity_M, education_level, handedness, religious_upbringing",171,148,2.152046783625731
"sexual_attraction_F, background_SES, gender_identity_M, education_level, handedness, religious_now",165,160,2.1575757575757577
"sexual_attraction_F, background_SES, gender_identity_M, education_level, religious_upbringing, religious_now",183,146,2.021857923497268
"sexual_attraction_F, background_SES, gender_identity_M, gender_identity_F, handedness, religious_upbringing",173,181,1.9364161849710984
"sexual_attraction_F, background_SES, gender_identity_M, gender_identity_F, handedness, religious_now",159,184,2.088050314465409
"sexual_attraction_F, background_SES, gender_identity_M, gender_identity_F, religious_upbringing, religious_now",176,162,2.0113636363636362
"sexual_attraction_F, background_SES, gender_identity_M, handedness, religious_upbringing, religious_now",145,204,2.1517241379310343
"sexual_attraction_F, background_SES, sex, education_level, gender_identity_F, handedness",141,194,2.2836879432624113
"sexual_attraction_F, background_SES, sex, education_level, gender_identity_F, religious_upbringing",165,185,2.006060606060606
"sexual_attraction_F, background_SES, sex, education_level, gender_identity_F, religious_now",147,188,2.2312925170068025
"sexual_attraction_F, background_SES, sex, education_level, handedness, religious_upbringing",131,203,2.3893129770992365
"sexual_attraction_F, background_SES, sex, education_level, handedness, religious_now",123,210,2.4878048780487805
"sexual_attraction_F, background_SES, sex, education_level, religious_upbringing, religious_now",134,193,2.41044776119403
"sexual_attraction_F, background_SES, sex, gender_identity_F, handedness, religious_upbringing",132,240,2.090909090909091
"sexual_attraction_F, background_SES, sex, gender_identity_F, handedness, religious_now",119,247,2.2605042016806722
"sexual_attraction_F, background_SES, sex, gender_identity_F, religious_upbringing, religious_now",133,226,2.180451127819549
"sexual_attraction_F, background_SES, sex, handedness, religious_upbringing, religious_now",96,253,2.7395833333333335
"sexual_attraction_F, background_SES, education_level, gender_identity_F, handedness, religious_upbringing",191,156,1.8848167539267016
"sexual_attraction_F, background_SES, education_level, gender_identity_F, handedness, religious_now",177,161,2.005649717514124
"sexual_attraction_F, background_SES, education_level, gender_identity_F, religious_upbringing, religious_now",201,148,1.8308457711442787
"sexual_attraction_F, background_SES, education_level, handedness, religious_upbringing, religious_now",136,172,2.5294117647058822
"sexual_attraction_F, background_SES, gender_identity_F, handedness, religious_upbringing, religious_now",152,193,2.125
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F",77,265,3.25974025974026
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, education_level, handedness",63,359,2.492063492063492
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, education_level, religious_upbringing",70,350,2.3714285714285714
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, education_level, religious_now",69,361,2.246376811594203
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, handedness",68,419,1.4264705882352942
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, religious_upbringing",76,370,1.9210526315789473
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, religious_now",74,398,1.5945945945945945
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, handedness, religious_upbringing",55,429,1.5818181818181818
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, handedness, religious_now",56,443,1.3035714285714286
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, sex, religious_upbringing, religious_now",60,387,2.15
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, handedness",95,379,1.4421052631578948
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, religious_upbringing",106,324,1.8113207547169812
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, religious_now",99,358,1.595959595959596
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, education_level, handedness, religious_upbringing",83,311,2.4698795180722892
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, education_level, handedness, religious_now",80,325,2.3875
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, education_level, religious_upbringing, religious_now",88,287,2.602272727272727
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, gender_identity_F, handedness, religious_upbringing",87,458,0.6666666666666666
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, gender_identity_F, handedness, religious_now",82,514,0.024390243902439025
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, gender_identity_F, religious_upbringing, religious_now",94,410,1.127659574468085
"sexual_attraction_F, sexual_attraction_M, gender_identity_M, handedness, religious_upbringing, religious_now",67,366,2.2388059701492535
"sexual_attraction_F, sexual_attraction_M, sex, education_level, gender_identity_F, handedness",70,360,2.2285714285714286
"sexual_attraction_F, sexual_attraction_M, sex, education_level, gender_identity_F, religious_upbringing",78,354,2.076923076923077
"sexual_attraction_F, sexual_attraction_M, sex, education_level, gender_identity_F, religious_now",74,362,2.081081081081081
"sexual_attraction_F, sexual_attraction_M, sex, education_level, handedness, religious_upbringing",56,359,2.8035714285714284
"sexual_attraction_F, sexual_attraction_M, sex, education_level, handedness, religious_now",47,363,3.25531914893617
"sexual_attraction_F, sexual_attraction_M, sex, education_level, religious_upbringing, religious_now",60,331,3.0833333333333335
"sexual_attraction_F, sexual_attraction_M, sex, gender_identity_F, handedness, religious_upbringing",60,425,1.5166666666666666
"sexual_attraction_F, sexual_attraction_M, sex, gender_identity_F, handedness, religious_now",57,436,1.4035087719298245
"sexual_attraction_F, sexual_attraction_M, sex, gender_identity_F, religious_upbringing, religious_now",65,384,2.0307692307692307
"sexual_attraction_F, sexual_attraction_M, sex, handedness, religious_upbringing, religious_now",37,401,3.108108108108108
"sexual_attraction_F, sexual_attraction_M, education_level, gender_identity_F, handedness, religious_upbringing",91,319,2.1648351648351647
"sexual_attraction_F, sexual_attraction_M, education_level, gender_identity_F, handedness, religious_now",86,329,2.1744186046511627
"sexual_attraction_F, sexual_attraction_M, education_level, gender_identity_F, religious_upbringing, religious_now",100,295,2.21
"sexual_attraction_F, sexual_attraction_M, education_level, handedness, religious_upbringing, religious_now",60,295,3.683333333333333
"sexual_attraction_F, sexual_attraction_M, gender_identity_F, handedness, religious_upbringing, religious_now",72,369,2.0416666666666665
"sexual_attraction_F, gender_identity_M, sex, education_level, gender_identity_F, handedness",75,385,1.7466666666666666
"sexual_attraction_F, gender_identity_M, sex, education_level, gender_identity_F, religious_upbringing",79,367,1.8860759493670887
"sexual_attraction_F, gender_identity_M, sex, education_level, gender_identity_F, religious_now",77,379,1.7792207792207793
"sexual_attraction_F, gender_identity_M, sex, education_level, handedness, religious_upbringing",62,394,1.967741935483871
"sexual_attraction_F, gender_identity_M, sex, education_level, handedness, religious_now",61,403,1.8524590163934427
"sexual_attraction_F, gender_identity_M, sex, education_level, religious_upbringing, religious_now",71,377,1.9577464788732395
"sexual_attraction_F, gender_identity_M, sex, gender_identity_F, handedness, religious_upbringing",58,438,1.3448275862068966
"sexual_attraction_F, gender_identity_M, sex, gender_identity_F, handedness, religious_now",56,449,1.1964285714285714
"sexual_attraction_F, gender_identity_M, sex, gender_identity_F, religious_upbringing, religious_now",63,395,1.9206349206349207
"sexual_attraction_F, gender_identity_M, sex, handedness, religious_upbringing, religious_now",46,427,1.934782608695652
"sexual_attraction_F, gender_identity_M, education_level, gender_identity_F, handedness, religious_upbringing",94,348,1.7872340425531914
"sexual_attraction_F, gender_identity_M, education_level, gender_identity_F, handedness, religious_now",92,364,1.6521739130434783
"sexual_attraction_F, gender_identity_M, education_level, gender_identity_F, religious_upbringing, religious_now",100,322,1.94
"sexual_attraction_F, gender_identity_M, education_level, handedness, religious_upbringing, religious_now",81,339,2.185185185185185
"sexual_attraction_F, gender_identity_M, gender_identity_F, handedness, religious_upbringing, religious_now",71,395,1.704225352112676
"sexual_attraction_F, sex, education_level, gender_identity_F, handedness, religious_upbringing",57,407,1.912280701754386
"sexual_attraction_F, sex, education_level, gender_identity_F, handedness, religious_now",59,414,1.728813559322034
"sexual_attraction_F, sex, education_level, gender_identity_F, religious_upbringing, religious_now",66,383,2.015151515151515
"sexual_attraction_F, sex, education_level, handedness, religious_upbringing, religious_now",40,376,3.5
"sexual_attraction_F, sex, gender_identity_F, handedness, religious_upbringing, religious_now",48,437,1.6458333333333333
"sexual_attraction_F, education_level, gender_identity_F, handedness, religious_upbringing, religious_now",77,351,2.142857142857143
"background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, gender_identity_F",149,149,2.4630872483221475
"background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, handedness",137,206,2.2627737226277373
"background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, religious_upbringing",151,192,2.1456953642384105
"background_SES, sexual_attraction_M, gender_identity_M, sex, education_level, religious_now",144,203,2.173611111111111
"background_SES, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, handedness",121,211,2.520661157024793
"background_SES, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, religious_upbringing",147,201,2.142857142857143
"background_SES, sexual_attraction_M, gender_identity_M, sex, gender_identity_F, religious_now",126,201,2.5
"background_SES, sexual_attraction_M, gender_identity_M, sex, handedness, religious_upbringing",123,267,2.024390243902439
"background_SES, sexual_attraction_M, gender_identity_M, sex, handedness, religious_now",101,260,2.5346534653465347
"background_SES, sexual_attraction_M, gender_identity_M, sex, religious_upbringing, religious_now",124,235,2.2661290322580645
"background_SES, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, handedness",172,135,2.2151162790697674
"background_SES, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, religious_upbringing",202,129,1.9158415841584158
"background_SES, sexual_attraction_M, gender_identity_M, education_level, gender_identity_F, religious_now",184,136,2.0652173913043477
"background_SES, sexual_attraction_M, gender_identity_M, education_level, handedness, religious_upbringing",175,161,2.0285714285714285
"background_SES, sexual_attraction_M, gender_identity_M, education_level, handedness, religious_now",161,167,2.1677018633540373
"background_SES, sexual_attraction_M, gender_identity_M, education_level, religious_upbringing, religious_now",181,155,1.9944751381215469
"background_SES, sexual_attraction_M, gender_identity_M, gender_identity_F, handedness, religious_upbringing",169,193,1.9112426035502958
"background_SES, sexual_attraction_M, gender_identity_M, gender_identity_F, handedness, religious_now",144,190,2.263888888888889
"background_SES, sexual_attraction_M, gender_identity_M, gender_identity_F, religious_upbringing, religious_now",167,169,2.0778443113772456
"background_SES, sexual_attraction_M, gender_identity_M, handedness, religious_upbringing, religious_now",141,209,2.1773049645390072
"background_SES, sexual_attraction_M, sex, education_level, gender_identity_F, handedness",134,202,2.343283582089552
"background_SES, sexual_attraction_M, sex, education_level, gender_identity_F, religious_upbringing",167,189,1.9580838323353293
"background_SES, sexual_attraction_M, sex, education_level, gender_identity_F, religious_now",145,200,2.179310344827586
"background_SES, sexual_attraction_M, sex, education_level, handedness, religious_upbringing",132,207,2.340909090909091
"background_SES, sexual_attraction_M, sex, education_level, handedness, religious_now",118,221,2.5
"background_SES, sexual_attraction_M, sex, education_level, religious_upbringing, religious_now",129,199,2.4573643410852712
"background_SES, sexual_attraction_M, sex, gender_identity_F, handedness, religious_upbringing",125,247,2.152
"background_SES, sexual_attraction_M, sex, gender_identity_F, handedness, religious_now",104,260,2.4615384615384617
"background_SES, sexual_attraction_M, sex, gender_identity_F, religious_upbringing, religious_now",120,230,2.3833333333333333
"background_SES, sexual_attraction_M, sex, handedness, religious_upbringing, religious_now",90,255,2.9
"background_SES, sexual_attraction_M, education_level, gender_identity_F, handedness, religious_upbringing",195,159,1.8307692307692307
"background_SES, sexual_attraction_M, education_level, gender_identity_F, handedness, religious_now",167,172,2.059880239520958
"background_SES, sexual_attraction_M, education_level, gender_identity_F, religious_upbringing, religious_now",197,153,1.8426395939086295
"background_SES, sexual_attraction_M, education_level, handedness, religious_upbringing, religious_now",135,177,2.511111111111111
"background_SES, sexual_attraction_M, gender_identity_F, handedness, religious_upbringing, religious_now",136,198,2.338235294117647
"background_SES, gender_identity_M, sex, education_level, gender_identity_F, handedness",111,159,3.2162162162162162
"background_SES, gender_identity_M, sex, education_level, gender_identity_F, religious_upbringing",132,153,2.75
"background_SES, gender_identity_M, sex, education_level, gender_identity_F, religious_now",124,156,2.903225806451613
"background_SES, gender_identity_M, sex, education_level, handedness, religious_upbringing",99,193,3.2626262626262625
"background_SES, gender_identity_M, sex, education_level, handedness, religious_now",92,191,3.532608695652174
"background_SES, gender_identity_M, sex, education_level, religious_upbringing, religious_now",113,189,2.893805309734513
"background_SES, gender_identity_M, sex, gender_identity_F, handedness, religious_upbringing",103,209,2.9805825242718447
"background_SES, gender_identity_M, sex, gender_identity_F, handedness, religious_now",90,199,3.522222222222222
"background_SES, gender_identity_M, sex, gender_identity_F, religious_upbringing, religious_now",102,182,3.2745098039215685
